source,dest,packets,traffic_in_bytes
192.168.129.173,224.0.0.251,144,14342
192.168.33.115,17.248.225.70,183,14274
192.168.128.16,74.125.23.154,51,14255
151.101.2.132,192.168.128.16,47,14139
23.54.60.36,192.168.128.16,19,14137
192.168.128.220,17.248.225.44,175,14113
34.192.193.237,192.168.128.16,26,14011
23.106.127.169,192.168.128.16,32,13951
192.168.128.16,142.251.42.130,40,13943
192.168.128.16,202.233.84.10,43,13915
192.168.128.16,151.101.1.44,78,13890
54.150.150.157,192.168.128.16,51,13888
192.168.128.16,34.49.1.209,33,13875
192.168.131.132,17.248.167.72,26,13854
192.168.131.132,17.248.167.73,26,13854
192.168.131.132,17.248.167.39,26,13854
192.168.128.52,224.0.0.251,138,13800
192.168.131.132,17.248.167.106,25,13776
192.168.131.132,17.248.167.105,25,13776
192.168.131.132,17.248.167.55,25,13776
133.237.108.90,192.168.128.16,35,13766
192.168.128.52,17.248.167.106,23,13620
192.168.128.220,17.248.225.65,173,13494
192.168.128.16,115.127.227.158,61,13395
192.168.128.16,162.159.140.229,46,13338
192.168.129.69,17.253.150.10,10,13304
192.168.130.224,31.13.82.52,30,13284
192.168.129.69,17.253.145.10,9,13262
192.168.128.220,17.248.225.70,170,13260
147.92.146.114,192.168.128.16,69,13237
192.168.128.16,172.66.0.227,47,13151
104.18.26.193,192.168.128.16,28,13118
192.168.129.200,172.224.111.7,16,13074
192.168.128.16,172.217.26.226,42,13050
52.11.127.249,192.168.128.16,23,12830
151.101.192.84,192.168.128.16,36,12794
192.168.128.220,108.139.10.31,74,12784
192.168.128.16,207.65.34.80,36,12781
192.168.129.212,172.224.180.9,29,12774
207.65.34.80,192.168.128.16,37,12751
fe80::14c3:77ea:d80e:9601,ff02::fb,105,12548
176.32.88.193,192.168.128.16,36,12514
192.168.129.69,172.217.26.226,19,12510
192.168.128.16,35.244.154.8,41,12490
192.168.129.69,142.251.42.206,19,12474
192.168.128.16,151.101.108.157,63,12471
192.168.128.16,35.72.86.201,42,12453
192.168.128.52,17.248.167.41,24,12384
192.168.128.52,17.248.167.84,24,12384
23.52.128.88,192.168.128.16,32,12327
192.168.130.104,224.0.0.251,121,12256
192.168.129.200,17.248.167.39,22,12228
192.168.129.200,17.248.167.102,22,12228
192.168.129.200,17.248.167.41,22,12228
192.168.129.200,17.248.167.106,22,12228
192.168.129.200,17.248.167.88,22,12228
192.168.129.200,17.248.167.103,22,12228
192.168.129.200,17.248.167.57,22,12228
192.168.129.200,17.248.167.74,22,12228
192.168.129.212,172.224.180.6,22,12228
192.168.129.212,172.224.180.3,22,12228
192.168.129.212,172.224.111.10,22,12228
192.168.129.212,172.224.110.7,22,12228
192.168.129.212,172.224.180.138,22,12228
192.168.129.212,172.224.180.5,22,12228
192.168.33.184,17.248.167.39,22,12228
192.168.128.52,17.248.167.58,22,12228
192.168.131.16,172.224.110.20,22,12228
192.168.131.132,157.240.209.63,16,12192
192.168.130.224,157.240.31.63,16,12192
192.168.130.224,57.144.150.192,16,12192
192.168.128.16,23.35.100.27,34,12107
162.159.140.229,192.168.128.16,49,12095
172.66.0.227,192.168.128.16,49,12026
202.233.84.10,192.168.128.16,38,12022
216.58.220.138,192.168.128.16,28,12019
192.168.128.220,17.248.225.29,139,12006
192.168.130.104,17.248.225.44,23,11937
192.168.128.16,23.62.20.102,129,11937
23.62.20.101,192.168.128.16,28,11892
192.168.128.16,23.62.20.117,35,11852
151.101.67.6,192.168.33.115,14,11850
192.168.128.16,68.71.249.74,53,11845
192.168.128.16,133.237.108.90,36,11822
192.168.131.132,17.248.225.14,151,11778
192.168.131.16,17.248.225.14,151,11762
192.168.131.132,17.248.225.29,150,11700
192.168.33.115,17.248.225.65,150,11700
192.168.131.16,172.224.180.8,15,11682
192.168.131.16,172.224.110.13,15,11682
192.168.131.16,172.224.110.15,15,11682
192.168.131.16,172.224.111.16,15,11682
192.168.131.16,172.224.111.12,15,11682
192.168.128.220,17.253.150.10,23,11661
23.35.101.101,192.168.128.16,32,11658
172.217.174.97,192.168.128.16,16,11655
192.168.159.254,192.168.128.52,34,11628
35.244.159.8,192.168.128.16,24,11621
192.168.131.16,17.248.225.44,148,11528
fe80::1cb4:f1f7:c2fe:5f22,ff02::fb,95,11494
108.139.10.62,192.168.128.16,18,11291
192.168.128.16,151.101.2.132,44,11290
192.168.128.16,176.32.88.193,41,11263
192.168.128.16,216.58.220.138,37,11260
192.168.159.254,192.168.130.104,68,11233
192.168.131.16,17.248.225.29,144,11216
192.168.129.69,172.224.180.9,8,11136
192.168.129.69,172.224.110.7,8,11136
192.168.129.69,172.224.180.3,8,11136
192.168.129.69,172.224.111.10,8,11136
192.168.129.69,172.224.180.6,8,11136
192.168.129.69,172.224.180.138,8,11136
192.168.128.16,216.239.36.223,16,11135
54.65.189.210,192.168.128.16,25,11053
192.168.33.120,34.102.164.249,10,11052
192.168.129.88,31.13.82.36,22,11028
192.168.131.132,17.248.167.102,23,10992
192.168.128.16,23.62.20.101,34,10975
18.178.165.190,192.168.128.16,24,10973
192.168.128.16,23.216.153.78,143,10941
192.168.131.132,157.240.209.16,15,10898
192.168.130.224,34.36.71.42,8,10896
fe80::14b9:1182:e224:de05,ff02::fb,89,10836
23.54.60.26,192.168.128.16,22,10782
142.251.42.206,192.168.128.16,15,10774
141.226.224.32,192.168.128.16,58,10728
192.168.130.238,151.101.3.6,24,10698
192.168.130.238,151.101.67.6,24,10698
192.168.130.238,151.101.131.6,24,10698
192.168.128.16,18.140.18.123,36,10679
192.168.129.69,17.253.71.127,7,10632
192.168.129.69,17.253.71.65,7,10632
192.168.128.16,23.54.60.36,27,10628
192.168.159.254,192.168.129.173,31,10602
192.168.128.52,17.248.167.105,18,10602
192.168.128.160,17.248.167.68,18,10602
192.168.128.160,17.248.167.41,18,10602
192.168.128.160,17.248.167.69,18,10602
192.168.159.254,192.168.129.40,31,10602
192.168.130.238,151.101.195.6,22,10578
fe80::84:1df8:ea7:98d,ff02::16,107,10570
17.248.225.67,192.168.128.220,12,10562
185.84.60.20,192.168.128.16,21,10532
192.168.131.132,17.248.225.44,135,10530
13.107.253.46,192.168.128.16,20,10528
192.168.128.160,17.248.167.87,17,10524
192.168.129.88,57.144.150.1,15,10482
192.168.128.16,23.51.14.193,52,10480
52.69.138.105,192.168.128.16,20,10476
202.233.84.8,192.168.128.16,31,10450
142.250.199.101,192.168.128.16,14,10402
192.168.128.16,57.155.120.218,33,10321
192.168.63.254,192.168.33.247,35,10290
192.168.128.16,142.250.207.35,19,10290
192.168.128.16,23.52.128.88,35,10234
150.171.28.10,192.168.128.16,25,10122
192.168.128.16,104.18.26.193,27,10116
192.168.128.16,35.78.134.177,46,10102
fe80::880:903e:2c5b:e9e5,ff02::fb,74,10035
192.168.129.69,31.13.82.174,14,9954
192.168.129.69,57.144.150.34,14,9954
192.168.128.16,65.8.177.106,76,9924
192.168.128.52,192.168.159.254,29,9918
fe80::42:7ae2:aa1b:cba2,ff02::fb,82,9840
192.168.130.224,34.102.215.99,126,9828
180.210.70.11,192.168.128.16,18,9791
23.52.128.159,192.168.128.16,20,9778
192.168.128.220,17.253.145.10,7,9744
192.168.131.192,224.0.0.251,111,9740
150.171.27.10,192.168.128.16,20,9688
192.168.128.16,18.155.192.58,77,9631
192.168.131.172,57.144.152.141,14,9604
192.168.130.104,8.8.4.4,46,9580
fe80::10b3:df1:3c5:fcc,ff02::16,94,9560
18.142.188.29,192.168.128.16,18,9528
192.168.128.72,31.13.82.142,13,9526
192.168.128.16,139.99.123.150,37,9517
192.168.130.224,224.0.0.251,95,9412
119.8.187.97,192.168.128.16,22,9374
192.168.128.16,23.62.20.98,46,9368
43.206.20.122,192.168.128.16,20,9361
192.168.129.88,17.248.225.44,120,9360
192.168.128.16,23.217.180.238,36,9341
192.168.33.115,23.217.68.33,84,9317
108.138.246.16,192.168.128.16,14,9313
192.168.128.16,18.244.214.45,31,9276
192.168.129.40,192.168.159.254,27,9234
192.168.130.104,17.248.221.2,18,9202
192.168.128.16,34.192.193.237,32,9198
192.168.128.220,34.107.172.168,24,9185
124.83.185.124,192.168.128.16,17,9178
192.168.128.160,17.248.167.55,16,9132
192.168.128.160,17.248.167.36,16,9132
192.168.128.160,17.248.167.54,16,9132
192.168.128.16,23.62.21.155,25,9111
fe80::1844:2097:3257:9265,ff02::fb,76,9098
192.168.128.160,17.248.167.53,15,9054
192.168.131.16,17.248.225.69,116,9032
192.168.130.44,224.0.0.22,150,9000
74.125.23.113,192.168.128.16,13,8983
35.212.76.96,192.168.128.16,59,8951
23.35.100.161,192.168.128.16,15,8908
fe80::ca7:3c49:21f0:240f,ff02::fb,59,8901
192.168.128.16,172.188.170.32,27,8889
172.188.170.32,192.168.128.16,19,8858
192.168.128.16,54.251.116.93,37,8833
192.168.128.16,23.106.127.169,34,8829
192.168.129.88,17.248.225.29,113,8814
23.106.127.170,192.168.128.16,17,8799
fe80::10be:af5d:a02b:a241,ff02::fb,73,8760
192.168.128.16,108.138.246.8,35,8693
52.193.220.118,192.168.128.16,14,8655
192.168.129.124,216.239.32.112,116,8632
35.212.26.181,192.168.128.16,53,8566
192.168.131.16,17.248.225.68,110,8564
fe80::1ca0:af5e:3ac4:9dbb,ff02::fb,70,8532
192.168.128.16,18.173.121.87,32,8498
17.157.64.66,192.168.128.220,21,8481
192.168.128.16,3.169.183.7,31,8477
192.168.128.16,35.213.7.90,22,8475
fe80::89b:5560:4689:df8a,ff02::16,83,8410
192.168.128.2,104.18.22.232,130,8404
151.101.129.91,192.168.128.16,25,8375
192.168.130.44,17.253.71.73,6,8352
192.168.130.44,17.253.145.10,6,8352
192.168.130.44,17.253.71.125,6,8352
192.168.130.44,17.253.150.10,6,8352
192.168.33.115,17.248.225.69,107,8346
192.168.128.2,104.18.23.232,129,8342
172.217.31.170,192.168.128.16,16,8322
192.168.128.16,23.62.20.75,25,8272
23.62.20.79,192.168.128.16,29,8198
142.251.42.174,192.168.128.220,15,8195
23.52.128.70,192.168.128.16,31,8180
192.168.128.16,18.239.199.34,30,8152
192.168.128.16,142.251.42.206,13,8121
151.101.193.44,192.168.128.16,28,8067
192.168.128.16,119.8.187.97,27,8066
23.51.163.113,192.168.128.16,16,8060
192.168.33.115,17.248.225.67,103,8034
192.168.128.16,141.226.231.48,24,8032
192.168.128.16,35.244.159.8,25,7819
192.168.128.16,18.176.63.71,20,7807
192.168.33.247,172.224.180.138,16,7802
fe80::82c:471c:b62e:1a30,ff02::fb,65,7789
::,ff02::1:ffcb:ffc0,90,7740
17.248.225.44,192.168.130.104,21,7734
17.253.150.10,192.168.128.220,9,7689
192.168.33.247,172.224.111.6,14,7662
192.168.130.44,17.248.225.44,98,7644
207.65.34.77,192.168.128.16,19,7611
192.168.128.16,172.67.163.20,45,7610
fe80::1443:21e7:6a9a:9015,ff02::16,76,7580
fe80::14c3:77ea:d80e:9601,ff02::16,73,7550
192.168.129.173,192.168.159.254,22,7524
18.176.63.71,192.168.128.16,14,7483
fe80::8ea:da35:77d2:f31c,ff02::fb,62,7440
108.139.10.104,192.168.128.220,17,7418
192.168.33.115,8.8.4.4,71,7350
192.168.128.16,52.223.2.229,36,7334
192.168.33.115,8.8.8.8,70,7272
192.168.131.172,224.0.0.251,71,7256
142.250.77.170,192.168.128.16,15,7252
192.168.128.16,23.54.60.26,24,7245
34.107.172.168,192.168.128.220,21,7243
192.168.128.16,108.138.246.16,11,7202
192.168.33.120,34.160.231.76,10,7200
192.168.129.212,172.224.111.7,8,7194
192.168.128.16,142.251.42.138,35,7191
192.168.129.212,17.248.225.68,92,7176
192.168.128.16,23.62.20.114,68,7134
192.168.129.212,172.224.111.11,7,7116
192.168.129.212,172.224.110.11,7,7116
192.168.129.212,172.224.180.7,7,7116
34.111.113.62,192.168.128.16,16,7114
192.168.33.115,151.101.3.6,20,7070
192.168.129.212,172.224.180.10,6,7038
192.168.129.212,172.224.110.20,6,7038
192.168.129.212,172.224.110.18,6,7038
192.168.128.16,103.86.99.108,85,6984
192.168.129.69,172.224.180.7,5,6960
192.168.129.200,17.248.167.75,5,6960
192.168.129.200,172.224.180.9,5,6960
192.168.129.200,172.224.111.13,5,6960
192.168.129.200,172.224.111.5,5,6960
192.168.129.200,172.224.110.8,5,6960
192.168.129.200,172.224.180.6,5,6960
192.168.129.200,172.224.111.8,5,6960
192.168.129.173,17.253.60.161,5,6960
192.168.129.173,17.253.145.10,5,6960
192.168.129.173,17.253.60.141,5,6960
192.168.129.173,17.253.150.10,5,6960
192.168.129.88,162.159.194.66,5,6960
192.168.128.16,35.73.249.68,23,6928
192.168.131.16,151.101.3.6,14,6912
192.168.131.16,151.101.67.6,14,6912
192.168.131.16,151.101.131.6,14,6912
192.168.131.16,151.101.195.6,14,6912
192.168.128.16,74.125.23.156,18,6902
74.125.23.156,192.168.128.16,14,6899
142.250.207.35,192.168.128.16,17,6896
fe80::4c1:291e:f7eb:572e,ff02::fb,50,6870
141.226.231.48,192.168.128.16,19,6866
192.168.33.184,192.168.63.254,20,6840
192.168.159.254,192.168.129.196,20,6840
142.250.194.106,192.168.128.16,18,6839
35.201.98.24,192.168.128.16,16,6825
192.168.33.120,17.111.103.83,89,6814
192.168.130.224,34.160.231.76,5,6810
108.138.245.118,192.168.128.16,15,6797
192.168.128.16,74.125.23.113,10,6789
192.168.131.172,17.248.225.29,87,6770
192.168.128.52,17.248.167.68,19,6738
35.73.249.68,192.168.128.16,25,6716
192.168.128.16,108.139.10.62,15,6691
192.168.128.16,202.233.84.8,27,6679
34.36.131.60,192.168.128.16,18,6653
17.248.221.2,192.168.130.104,15,6649
fe80::18d4:133d:a5ae:9bcb,ff02::16,66,6640
34.98.64.218,192.168.128.16,19,6635
192.168.33.247,17.248.225.29,85,6630
192.168.63.254,192.168.34.56,21,6622
192.168.128.16,18.142.188.29,21,6610
216.239.38.21,192.168.128.16,19,6601
fe80::4ec:c184:ed7c:a269,ff02::fb,55,6600
192.168.129.196,192.168.159.254,20,6600
192.168.128.16,216.58.220.106,18,6587
192.168.33.184,17.248.167.88,17,6582
192.168.128.16,172.217.161.74,27,6519
192.168.128.16,34.111.57.229,28,6505
192.168.33.184,17.248.167.102,16,6504
192.168.128.52,8.8.8.8,84,6488
192.168.128.52,8.8.4.4,84,6488
192.168.128.16,180.222.119.247,27,6482
192.168.128.16,151.101.129.91,24,6441
151.101.66.132,192.168.128.16,14,6411
192.168.129.200,17.248.225.14,83,6410
192.168.128.16,103.86.96.108,78,6400
192.168.128.16,150.171.28.10,20,6387
18.173.117.231,192.168.128.16,14,6369
192.168.128.16,23.35.101.101,27,6353
192.168.128.52,17.248.167.54,14,6348
210.161.21.14,192.168.128.16,11,6341
192.168.128.16,13.107.226.46,24,6326
192.168.128.220,142.251.42.174,16,6322
192.168.128.16,151.101.193.44,26,6306
192.168.128.52,17.248.167.89,13,6270
192.168.33.115,216.239.32.29,80,6240
192.168.33.115,142.250.196.131,80,6240
192.168.33.120,34.102.215.99,80,6240
192.168.128.16,13.107.253.46,20,6238
3.169.182.161,192.168.128.16,12,6237
192.168.130.192,224.0.0.251,55,6237
192.168.33.115,151.101.67.6,14,6229
23.62.20.75,192.168.128.16,17,6228
192.168.129.69,17.248.225.14,80,6224
192.168.129.69,17.248.225.29,80,6224
192.168.129.24,224.0.0.251,62,6200
192.168.130.0,224.0.0.251,62,6200
35.212.40.129,192.168.128.16,14,6173
17.57.145.26,192.168.130.104,20,6138
192.168.33.184,17.248.167.103,11,6114
192.168.33.184,17.248.167.59,11,6114
192.168.33.184,17.248.167.106,11,6114
192.168.33.184,17.248.167.42,11,6114
192.168.33.184,17.248.167.74,11,6114
192.168.33.184,17.248.167.41,11,6114
192.168.33.184,17.248.167.73,11,6114
192.168.33.184,17.248.167.57,11,6114
192.168.33.184,17.248.167.90,11,6114
192.168.33.184,172.224.180.5,11,6114
192.168.33.184,172.224.111.8,11,6114
192.168.33.184,17.248.167.72,11,6114
192.168.33.184,172.224.110.8,11,6114
192.168.33.184,17.248.167.105,11,6114
192.168.33.184,172.224.110.5,11,6114
192.168.128.52,17.248.167.91,11,6114
192.168.128.52,17.248.167.36,11,6114
192.168.129.200,172.224.111.16,11,6114
192.168.130.224,172.224.180.132,11,6114
192.168.130.224,172.224.111.11,11,6114
192.168.130.224,172.224.111.6,11,6114
192.168.130.224,172.224.180.10,11,6114
192.168.130.224,172.224.110.6,11,6114
192.168.130.224,172.224.111.14,11,6114
192.168.130.224,172.224.180.9,11,6114
192.168.130.224,172.224.111.4,11,6114
192.168.130.224,172.224.180.6,11,6114
192.168.130.224,172.224.110.8,11,6114
192.168.130.224,172.224.111.13,11,6114
192.168.128.52,17.248.167.86,11,6114
192.168.128.52,17.248.167.40,11,6114
192.168.130.196,17.248.167.39,11,6114
192.168.130.196,17.248.167.43,11,6114
192.168.130.196,17.248.167.74,11,6114
192.168.130.196,17.248.167.70,11,6114
192.168.130.196,17.248.167.104,11,6114
192.168.130.196,17.248.167.103,11,6114
192.168.130.196,17.248.167.53,11,6114
192.168.130.196,17.248.167.69,11,6114
192.168.128.72,17.248.167.69,11,6114
192.168.128.72,17.248.167.72,11,6114
192.168.128.72,17.248.167.54,11,6114
192.168.128.72,17.248.167.84,11,6114
192.168.128.72,17.248.167.87,11,6114
192.168.128.72,17.248.167.59,11,6114
192.168.128.72,17.248.167.103,11,6114
192.168.129.88,17.248.167.55,11,6114
147.92.146.138,192.168.128.16,15,6095
192.168.128.16,57.182.237.220,54,6091
192.168.128.16,207.65.34.77,18,6090
17.253.71.135,192.168.130.104,15,6051
192.168.33.184,172.224.110.7,10,6036
192.168.33.184,172.224.180.10,10,6036
192.168.128.16,150.171.27.10,16,6004
172.217.161.42,192.168.128.16,20,5972
192.168.128.16,23.35.100.161,18,5967
192.168.33.184,17.248.167.55,9,5958
17.57.145.151,192.168.128.220,29,5947
192.168.130.224,8.8.8.8,76,5925
192.168.128.16,124.146.153.151,15,5922
192.168.128.16,18.178.165.190,20,5921
192.168.128.16,23.52.128.159,23,5918
192.168.128.16,23.106.127.170,21,5905
192.168.128.16,54.65.189.210,20,5903
192.168.128.16,43.206.20.122,20,5894
192.168.130.196,173.194.174.108,77,5894
192.168.130.196,173.194.174.109,77,5894
192.168.128.16,35.201.98.24,18,5889
192.168.128.16,23.51.163.113,20,5888
192.168.128.16,52.193.220.118,19,5882
192.168.128.16,172.217.161.42,13,5853
192.168.33.247,17.248.225.14,75,5850
17.253.71.149,192.168.128.220,13,5850
192.168.128.160,224.0.0.251,65,5820
35.213.7.90,192.168.128.16,23,5796
192.168.128.16,180.210.70.11,22,5773
192.168.130.224,8.8.4.4,74,5772
192.168.128.72,17.111.103.20,75,5754
124.146.153.164,192.168.128.16,14,5748
192.168.128.16,34.111.113.62,18,5738
fe80::1033:ea9f:5050:e2de,ff02::fb,48,5732
fe80::1cb4:f1f7:c2fe:5f22,ff02::16,59,5730
192.168.128.16,182.22.25.252,23,5726
34.36.216.150,192.168.128.16,16,5714
18.177.227.174,192.168.128.16,15,5708
192.168.128.16,124.146.153.164,14,5698
192.168.130.224,34.110.200.237,7,5682
192.168.130.238,224.0.0.251,57,5678
192.168.128.220,8.8.8.8,47,5672
192.168.128.16,65.8.180.2,48,5656
192.168.128.16,172.217.174.97,12,5654
192.168.128.16,34.98.64.218,19,5645
fe80::1427:ab45:78c1:8045,ff02::fb,47,5618
192.168.129.69,17.111.103.20,73,5614
192.168.128.16,185.84.60.20,21,5613
192.168.128.16,34.36.131.60,18,5606
192.168.33.120,34.110.200.237,6,5604
124.146.153.151,192.168.128.16,11,5584
192.168.129.200,172.224.110.20,4,5568
192.168.129.200,172.224.180.7,4,5568
192.168.129.200,172.224.180.10,4,5568
192.168.129.200,172.224.111.11,4,5568
192.168.129.69,17.248.225.44,71,5522
192.168.128.72,142.250.207.3,11,5514
192.168.128.16,178.249.213.26,15,5498
192.168.128.16,216.239.38.21,19,5476
192.168.128.16,124.83.185.124,19,5463
192.168.33.120,34.36.71.42,4,5448
192.168.130.224,34.102.164.249,4,5448
192.168.128.16,52.198.196.19,43,5439
192.168.128.16,34.36.216.150,17,5419
192.168.128.16,18.177.227.174,16,5415
192.168.33.120,224.0.0.251,54,5400
192.168.33.247,17.248.225.44,69,5382
192.168.130.208,224.0.0.251,53,5354
192.168.159.254,192.168.128.16,15,5324
192.168.129.200,17.248.225.44,69,5318
fe80::1439:fb62:b039:ea75,ff02::fb,38,5305
192.168.131.192,8.8.4.4,68,5304
192.168.131.192,8.8.8.8,68,5304
192.168.130.104,17.248.167.68,6,5296
192.168.128.220,17.248.167.52,6,5276
192.168.128.16,18.173.117.231,17,5261
192.168.129.84,192.168.63.253,60,5240
192.168.63.253,192.168.129.84,60,5240
192.168.129.212,17.248.225.64,67,5226
192.168.33.247,224.0.0.251,40,5209
fe80::10b3:df1:3c5:fcc,ff02::2,77,5182
192.168.129.200,17.248.225.29,67,5162
192.168.128.16,151.101.66.132,14,5162
192.168.129.88,17.248.225.14,66,5148
192.168.128.52,17.248.167.55,15,5112
192.168.128.16,3.169.182.161,15,5105
192.168.33.247,23.217.68.33,27,5089
182.161.74.47,192.168.128.16,12,5063
192.168.128.72,17.42.251.72,66,5052
192.168.128.72,17.42.251.69,66,5052
17.57.145.151,192.168.33.247,17,5036
192.168.128.16,35.212.103.4,28,5026
192.168.129.184,224.0.0.251,43,5016
23.52.128.21,192.168.128.220,10,5001
fe80::14c3:77ea:d80e:9601,ff02::2,74,4988
192.168.130.104,17.248.225.14,4,4968
192.168.128.16,142.250.77.170,18,4898
192.168.33.247,17.248.167.42,12,4878
192.168.34.56,224.0.0.251,54,4852
23.62.20.90,192.168.128.16,10,4843
192.168.130.104,17.253.71.135,18,4786
192.168.33.247,17.248.225.67,61,4758
192.168.33.247,17.253.69.196,61,4758
178.249.213.26,192.168.128.16,14,4744
192.168.131.132,224.0.0.251,47,4652
192.168.129.200,172.224.110.11,9,4644
192.168.33.184,172.224.111.12,9,4644
192.168.33.184,172.224.180.9,9,4644
192.168.130.224,172.224.111.7,9,4644
192.168.130.224,172.224.111.8,9,4644
192.168.130.224,172.224.111.5,9,4644
192.168.130.104,17.57.12.34,14,4626
147.92.191.146,192.168.128.16,10,4609
192.168.131.172,17.248.225.44,59,4586
17.253.71.131,192.168.130.104,7,4585
fe80::14b9:1182:e224:de05,ff02::16,46,4580
192.168.128.52,17.248.167.42,8,4566
192.168.128.52,17.248.167.39,8,4566
192.168.128.52,172.224.180.133,8,4566
192.168.128.52,172.224.111.7,8,4566
192.168.128.52,172.224.110.6,8,4566
17.57.12.34,192.168.130.104,12,4542
fe80::42:7ae2:aa1b:cba2,ff02::16,46,4540
192.168.33.120,17.248.225.70,58,4524
fe80::84:1df8:ea7:98d,ff02::2,67,4514
192.168.128.52,17.248.167.72,7,4488
192.168.128.52,17.248.167.90,7,4488
192.168.128.52,17.248.167.59,7,4488
192.168.130.224,17.248.167.106,7,4488
192.168.130.224,17.248.167.58,7,4488
192.168.130.224,17.248.167.40,7,4488
192.168.130.224,17.248.167.86,7,4488
192.168.128.52,172.224.111.16,7,4488
192.168.128.52,172.224.110.11,7,4488
192.168.128.52,172.224.180.137,7,4488
192.168.128.52,172.224.180.3,7,4488
192.168.128.16,35.212.40.129,16,4488
192.168.128.72,17.253.69.204,57,4446
192.168.159.254,192.168.131.192,13,4446
192.168.159.254,192.168.131.172,13,4446
192.168.129.180,192.168.159.254,13,4446
192.168.159.254,192.168.129.180,13,4446
192.168.128.16,104.17.111.223,28,4438
192.168.128.52,17.248.167.73,6,4410
192.168.128.52,172.224.111.14,6,4410
192.168.128.220,224.0.0.251,41,4397
192.168.128.16,182.161.74.17,24,4304
192.168.129.88,151.101.3.6,54,4212
192.168.129.88,151.101.67.6,54,4212
192.168.129.88,151.101.131.6,54,4212
192.168.129.88,151.101.195.6,54,4212
192.168.129.248,216.58.220.110,8,4212
192.168.129.200,172.224.110.18,3,4176
17.57.145.54,192.168.33.115,8,4147
192.168.130.196,17.253.71.147,53,4134
10.4.128.220,192.168.128.220,7,4130
fe80::89b:5560:4689:df8a,ff02::2,61,4110
fe80::82c:471c:b62e:1a30,ff02::16,41,4110
192.168.129.200,17.248.225.67,53,4086
192.168.129.200,17.248.225.68,53,4086
17.57.145.151,192.168.33.115,7,4083
17.57.145.132,192.168.33.115,7,4082
192.168.129.69,17.248.225.68,52,4040
192.168.128.16,23.62.20.73,36,4030
fe80::1ca0:af5e:3ac4:9dbb,ff02::16,39,3990
17.248.225.44,192.168.128.220,5,3928
192.168.128.16,23.62.20.79,41,3907
192.168.129.88,17.56.12.41,50,3900
192.168.33.247,17.248.225.70,50,3900
192.168.129.69,17.248.225.69,50,3900
fe80::8ea:da35:77d2:f31c,ff02::16,39,3890
17.57.145.148,192.168.33.120,53,3887
192.168.63.253,192.168.131.164,12,3798
192.168.131.192,255.255.255.255,11,3762
192.168.159.254,192.168.129.24,11,3762
192.168.130.208,192.168.159.254,11,3762
192.168.159.254,192.168.130.208,11,3762
192.168.128.16,23.62.185.138,18,3757
fe80::10be:af5d:a02b:a241,ff02::16,37,3750
192.168.131.172,17.248.225.14,48,3744
192.168.131.172,17.248.225.69,48,3728
192.168.33.115,151.101.131.6,3,3726
192.168.128.16,172.217.31.170,19,3694
fe80::1443:21e7:6a9a:9015,ff02::2,54,3628
fe80::4c1:291e:f7eb:572e,ff02::16,35,3530
192.168.128.16,210.161.21.14,10,3524
192.168.130.192,8.8.8.8,46,3518
17.248.167.68,192.168.130.104,10,3515
17.248.167.52,192.168.128.220,10,3515
192.168.129.200,17.138.222.129,45,3510
192.168.130.76,151.101.3.6,45,3510
192.168.130.76,151.101.67.6,45,3510
192.168.130.76,151.101.131.6,45,3510
192.168.130.76,151.101.195.6,45,3510
192.168.129.40,224.0.0.251,35,3478
192.168.159.254,192.168.130.192,10,3420
192.168.130.104,255.255.255.255,10,3420
192.168.129.24,255.255.255.255,10,3420
192.168.128.16,182.161.74.47,14,3402
192.168.130.192,8.8.4.4,44,3368
192.168.130.76,8.8.8.8,44,3368
